case_id,policy,t,wealth,goal_action,goal_take_decision,portfolio_action,portfolio_index
57,greedy,1,6.3649224155,1.0,1,0.5,7
57,dp,1,6.7304463592,1.0,1,0.9666666666666667,14
57,greedy,1,6.7304463592,1.0,1,0.5,7
57,dp,1,7.0,1.0,1,0.9666666666666667,14
57,greedy,1,7.0,1.0,1,0.5,7
57,dp,1,7.1069360211,1.0,1,0.9666666666666667,14
57,greedy,1,7.1069360211,1.0,1,0.5,7
57,dp,1,7.4947203729,1.0,1,0.9666666666666667,14
57,greedy,1,7.4947203729,1.0,1,0.5,7
57,dp,1,7.8941382553,1.0,1,0.9666666666666667,14
57,greedy,1,7.8941382553,1.0,1,0.5,7
57,dp,1,8.0,1.0,1,0.9666666666666667,14
57,greedy,1,8.0,1.0,1,0.5,7
57,dp,1,8.3055386742,1.0,1,0.9666666666666667,14
57,greedy,1,8.3055386742,1.0,1,0.5,7
57,dp,1,8.7292811056,1.0,1,0.9666666666666667,14
57,greedy,1,8.7292811056,1.0,1,0.5,7
57,dp,1,9.0,1.0,1,0.9666666666666667,14
57,greedy,1,9.0,1.0,1,0.5,7
57,dp,1,9.1657358099,1.0,1,0.9666666666666667,14
57,greedy,1,9.1657358099,1.0,1,0.5,7
57,dp,1,9.6152841554,1.0,1,0.9666666666666667,14
57,greedy,1,9.6152841554,1.0,1,0.5,7
57,dp,1,10.0,1.0,1,0.9666666666666667,14
57,greedy,1,10.0,1.0,1,0.5,7
57,dp,1,10.0783189513,1.0,1,0.9666666666666667,14
57,greedy,1,10.0783189513,1.0,1,0.5,7
57,dp,1,10.555244791,1.0,1,0.9666666666666667,14
57,greedy,1,10.555244791,1.0,1,0.5,7
57,dp,1,11.0,1.0,1,0.9666666666666667,14
57,greedy,1,11.0,1.0,1,0.5,7
57,dp,1,11.0464784059,1.0,1,0.9666666666666667,14
57,greedy,1,11.0464784059,1.0,1,0.5,7
57,dp,1,11.5524490293,1.0,1,0.9666666666666667,14
57,greedy,1,11.5524490293,1.0,1,0.5,7
57,dp,1,12.0,1.0,1,0.9666666666666667,14
57,greedy,1,12.0,1.0,1,0.5,7
57,dp,1,12.0735987713,1.0,1,0.9666666666666667,14
57,greedy,1,12.0735987713,1.0,1,0.5,7
57,dp,1,12.6103830056,1.0,1,0.9666666666666667,14
57,greedy,1,12.6103830056,1.0,1,0.5,7
57,dp,1,13.0,1.0,1,0.9666666666666667,14
57,greedy,1,13.0,1.0,1,0.5,7
57,dp,1,13.163270767,1.0,1,0.9666666666666667,14
57,greedy,1,13.163270767,1.0,1,0.5,7
57,dp,1,13.7327451612,1.0,1,0.9666666666666667,14
57,greedy,1,13.7327451612,1.0,1,0.5,7
57,dp,1,14.0,1.0,1,0.9666666666666667,14
57,greedy,1,14.0,1.0,1,0.5,7
57,dp,1,14.3193037872,1.0,1,0.9666666666666667,14
57,greedy,1,14.3193037872,1.0,1,0.5,7
57,dp,1,14.923459172,1.0,1,0.9666666666666667,14
57,greedy,1,14.923459172,1.0,1,0.5,7
57,dp,1,15.0,1.0,1,0.9666666666666667,14
57,greedy,1,15.0,1.0,1,0.5,7
57,dp,1,15.5457392184,1.0,1,0.9666666666666667,14
57,greedy,1,15.5457392184,1.0,1,0.5,7
57,dp,1,16.0,1.0,1,0.9666666666666667,14
57,greedy,1,16.0,1.0,1,0.5,7
57,dp,1,16.1866876661,1.0,1,0.9666666666666667,14
57,greedy,1,16.1866876661,1.0,1,0.5,7
57,dp,1,16.8468645673,1.0,1,0.9666666666666667,14
57,greedy,1,16.8468645673,1.0,1,0.5,7
57,dp,1,17.0,1.0,1,0.9666666666666667,14
57,greedy,1,17.0,1.0,1,0.5,7
57,dp,1,17.5268467755,1.0,1,0.9666666666666667,14
57,greedy,1,17.5268467755,1.0,1,0.5,7
57,dp,1,18.0,1.0,1,0.9666666666666667,14
57,greedy,1,18.0,1.0,1,0.5,7
57,dp,1,18.2272284499,1.0,1,0.9666666666666667,14
57,greedy,1,18.2272284499,1.0,1,0.5,7
57,dp,1,18.9486215746,1.0,1,0.9666666666666667,14
57,greedy,1,18.9486215746,1.0,1,0.5,7
57,dp,1,19.0,1.0,1,0.9666666666666667,14
57,greedy,1,19.0,1.0,1,0.5,7
57,dp,1,19.691656493,1.0,1,0.9666666666666667,14
57,greedy,1,19.691656493,1.0,1,0.5,7
57,dp,1,20.0,1.0,1,0.9666666666666667,14
57,greedy,1,20.0,1.0,1,0.5,7
57,dp,1,20.456982459,1.0,1,0.9666666666666667,14
57,greedy,1,20.456982459,1.0,1,0.5,7
57,dp,1,21.0,1.0,1,0.9666666666666667,14
57,greedy,1,21.0,1.0,1,0.5,7
57,dp,1,21.245268204,1.0,1,0.9666666666666667,14
57,greedy,1,21.245268204,1.0,1,0.5,7
57,dp,1,22.0,1.0,1,0.9666666666666667,14
57,greedy,1,22.0,1.0,1,0.5,7
57,dp,1,22.0572025213,1.0,1,0.9666666666666667,14
57,greedy,1,22.0572025213,1.0,1,0.5,7
57,dp,1,22.8934948681,1.0,1,0.9666666666666667,14
57,greedy,1,22.8934948681,1.0,1,0.5,7
57,dp,1,23.0,1.0,1,0.9666666666666667,14
57,greedy,1,23.0,1.0,1,0.5,7
57,dp,1,23.7548759853,1.0,1,0.9666666666666667,14
57,greedy,1,23.7548759853,1.0,1,0.5,7
57,dp,1,24.0,1.0,1,0.9666666666666667,14
57,greedy,1,24.0,1.0,1,0.5,7
57,dp,1,24.6420985361,1.0,1,0.9666666666666667,14
57,greedy,1,24.6420985361,1.0,1,0.5,7
57,dp,1,25.0,1.0,1,0.9666666666666667,14
57,greedy,1,25.0,1.0,1,0.5,7
57,dp,1,25.5559377634,1.0,1,0.9666666666666667,14
57,greedy,1,25.5559377634,1.0,1,0.5,7
57,dp,1,26.0,1.0,1,0.9666666666666667,14
57,greedy,1,26.0,1.0,1,0.5,7
57,dp,1,26.4971921674,1.0,1,0.9666666666666667,14
57,greedy,1,26.4971921674,1.0,1,0.5,7
57,dp,1,27.0,1.0,1,0.9666666666666667,14
57,greedy,1,27.0,1.0,1,0.5,7
57,dp,1,27.4666842036,1.0,1,0.9666666666666667,14
57,greedy,1,27.4666842036,1.0,1,0.5,7
57,dp,1,28.0,1.0,1,0.9666666666666667,14
57,greedy,1,28.0,1.0,1,0.5,7
57,dp,1,29.0,1.0,1,0.9666666666666667,14
57,greedy,1,29.0,1.0,1,0.5,7
57,dp,1,30.0,1.0,1,0.9666666666666667,14
57,greedy,1,30.0,1.0,1,0.5,7
57,dp,1,31.0,1.0,1,0.9666666666666667,14
57,greedy,1,31.0,1.0,1,0.5,7
57,dp,1,32.0,1.0,1,0.9666666666666667,14
57,greedy,1,32.0,1.0,1,0.5,7
57,dp,1,33.0,1.0,1,0.9666666666666667,14
57,greedy,1,33.0,1.0,1,0.5,7
57,dp,1,34.0,1.0,1,0.9666666666666667,14
57,greedy,1,34.0,1.0,1,0.5,7
57,dp,1,34.2488894735,1.0,1,0.9666666666666667,14
57,greedy,1,34.2488894735,1.0,1,0.5,7
57,dp,1,35.0,1.0,1,0.9666666666666667,14
57,greedy,1,35.0,1.0,1,0.5,7
57,dp,1,36.0,1.0,1,0.9666666666666667,14
57,greedy,1,36.0,1.0,1,0.5,7
57,dp,1,37.0,1.0,1,0.9666666666666667,14
57,greedy,1,37.0,1.0,1,0.5,7
57,dp,1,38.0,1.0,1,0.9666666666666667,14
57,greedy,1,38.0,1.0,1,0.5,7
57,dp,1,39.0,1.0,1,0.9666666666666667,14
57,greedy,1,39.0,1.0,1,0.5,7
57,dp,1,40.0,1.0,1,0.9666666666666667,14
57,greedy,1,40.0,1.0,1,0.5,7
57,dp,1,41.0,1.0,1,0.9666666666666667,14
57,greedy,1,41.0,1.0,1,0.5,7
57,dp,1,42.0,1.0,1,0.9666666666666667,14
57,greedy,1,42.0,1.0,1,0.5,7
57,dp,1,43.0,1.0,1,0.9666666666666667,14
57,greedy,1,43.0,1.0,1,0.5,7
57,dp,1,44.0,1.0,1,0.9666666666666667,14
57,greedy,1,44.0,1.0,1,0.5,7
57,dp,1,45.0,1.0,1,0.9666666666666667,14
57,greedy,1,45.0,1.0,1,0.5,7
57,dp,1,46.0,1.0,1,0.9666666666666667,14
57,greedy,1,46.0,1.0,1,0.5,7
57,dp,1,47.0,1.0,1,0.9666666666666667,14
57,greedy,1,47.0,1.0,1,0.5,7
57,dp,1,48.0,1.0,1,0.9666666666666667,14
57,greedy,1,48.0,1.0,1,0.5,7
57,dp,1,49.0,1.0,1,0.9666666666666667,14
57,greedy,1,49.0,1.0,1,0.5,7
57,dp,1,50.0,1.0,1,0.9666666666666667,14
57,greedy,1,50.0,1.0,1,0.5,7
57,dp,1,51.0,1.0,1,0.9666666666666667,14
57,greedy,1,51.0,1.0,1,0.5,7
57,dp,1,52.0,1.0,1,0.9666666666666667,14
57,greedy,1,52.0,1.0,1,0.5,7
57,dp,1,53.0,1.0,1,0.9666666666666667,14
57,greedy,1,53.0,1.0,1,0.5,7
57,dp,1,54.0,1.0,1,0.9666666666666667,14
57,greedy,1,54.0,1.0,1,0.5,7
57,dp,1,55.0,1.0,1,0.9666666666666667,14
57,greedy,1,55.0,1.0,1,0.5,7
57,dp,1,56.0,1.0,1,0.9666666666666667,14
57,greedy,1,56.0,1.0,1,0.5,7
57,dp,1,57.0,1.0,1,0.9666666666666667,14
57,greedy,1,57.0,1.0,1,0.5,7
57,dp,1,58.0,1.0,1,0.9666666666666667,14
57,greedy,1,58.0,1.0,1,0.5,7
57,dp,1,59.0,1.0,1,0.9666666666666667,14
57,greedy,1,59.0,1.0,1,0.5,7
57,dp,1,60.0,1.0,1,0.9666666666666667,14
57,greedy,1,60.0,1.0,1,0.5,7
57,dp,1,68.4977789469,1.0,1,0.9666666666666667,14
57,greedy,1,68.4977789469,1.0,1,0.5,7
57,dp,1,100.0,1.0,1,0.9666666666666667,14
57,greedy,1,100.0,1.0,1,0.5,7
57,dp,1,102.7466684204,1.0,1,0.9666666666666667,14
57,greedy,1,102.7466684204,1.0,1,0.5,7
57,dp,1,136.9955578938,1.0,1,0.9666666666666667,14
57,greedy,1,136.9955578938,1.0,1,0.5,7
57,dp,1,171.2444473673,1.0,1,0.8333333333333334,12
57,greedy,1,171.2444473673,1.0,1,0.5,7
57,dp,1,205.4933368407,1.0,1,0.7,10
57,greedy,1,205.4933368407,1.0,1,0.5,7
57,dp,1,239.7422263142,1.0,1,0.6333333333333333,9
57,greedy,1,239.7422263142,1.0,1,0.5,7
57,dp,1,273.9911157876,1.0,1,0.7,10
57,greedy,1,273.9911157876,1.0,1,0.5,7
57,dp,1,308.2400052611,1.0,1,0.6333333333333333,9
57,greedy,1,308.2400052611,1.0,1,0.5,7
57,dp,1,342.4888947345,1.0,1,0.5666666666666667,8
57,greedy,1,342.4888947345,1.0,1,0.5,7
57,dp,1,376.737784208,1.0,1,0.5666666666666667,8
57,greedy,1,376.737784208,1.0,1,0.5,7
57,dp,1,410.9866736815,1.0,1,0.5,7
57,greedy,1,410.9866736815,1.0,1,0.5,7
57,dp,1,445.2355631549,1.0,1,0.5,7
57,greedy,1,445.2355631549,1.0,1,0.5,7
57,dp,1,479.4844526284,1.0,1,0.5,7
57,greedy,1,479.4844526284,1.0,1,0.5,7
57,dp,1,513.7333421018,1.0,1,0.5,7
57,greedy,1,513.7333421018,1.0,1,0.5,7
57,dp,1,547.9822315753,1.0,1,0.43333333333333335,6
57,greedy,1,547.9822315753,1.0,1,0.5,7
57,dp,1,582.2311210487,1.0,1,0.43333333333333335,6
57,greedy,1,582.2311210487,1.0,1,0.5,7
57,dp,1,616.4800105222,1.0,1,0.36666666666666664,5
57,greedy,1,616.4800105222,1.0,1,0.5,7
57,dp,1,650.7288999956,1.0,1,0.36666666666666664,5
57,greedy,1,650.7288999956,1.0,1,0.5,7
57,dp,1,684.9777894691,1.0,1,0.36666666666666664,5
57,greedy,1,684.9777894691,1.0,1,0.5,7
57,dp,1,719.2266789426,1.0,1,0.3,4
57,greedy,1,719.2266789426,1.0,1,0.5,7
57,dp,1,753.475568416,1.0,1,0.3,4
57,greedy,1,753.475568416,1.0,1,0.5,7
57,dp,1,787.7244578895,1.0,1,0.3,4
57,greedy,1,787.7244578895,1.0,1,0.5,7
57,dp,1,821.9733473629,1.0,1,0.3,4
57,greedy,1,821.9733473629,1.0,1,0.5,7
57,dp,1,856.2222368364,1.0,1,0.23333333333333334,3
57,greedy,1,856.2222368364,1.0,1,0.5,7
57,dp,1,890.4711263098,1.0,1,0.23333333333333334,3
57,greedy,1,890.4711263098,1.0,1,0.5,7
57,dp,1,924.7200157833,1.0,1,0.23333333333333334,3
57,greedy,1,924.7200157833,1.0,1,0.5,7
57,dp,1,958.9689052567,1.0,1,0.23333333333333334,3
57,greedy,1,958.9689052567,1.0,1,0.5,7
57,dp,1,993.2177947302,1.0,1,0.23333333333333334,3
57,greedy,1,993.2177947302,1.0,1,0.5,7
57,dp,1,1027.4666842036,1.0,1,0.23333333333333334,3
57,greedy,1,1027.4666842036,1.0,1,0.5,7
57,dp,1,1111.4906654191,1.0,1,0.23333333333333334,3
57,greedy,1,1111.4906654191,1.0,1,0.5,7
57,dp,1,1202.3859442911,1.0,1,0.23333333333333334,3
57,greedy,1,1202.3859442911,1.0,1,0.5,7
57,dp,1,1300.7144405335,1.0,1,0.23333333333333334,3
57,greedy,1,1300.7144405335,1.0,1,0.5,7
57,dp,1,1407.084026427,1.0,1,0.16666666666666666,2
57,greedy,1,1407.084026427,1.0,1,0.5,7
57,dp,1,1522.1522847197,1.0,1,0.1,1
57,greedy,1,1522.1522847197,1.0,1,0.5,7
57,dp,1,1646.6305738406,1.0,1,0.1,1
57,greedy,1,1646.6305738406,1.0,1,0.5,7
57,dp,1,1781.2884255572,1.0,1,0.1,1
57,greedy,1,1781.2884255572,1.0,1,0.5,7
57,dp,1,1926.9583022641,1.0,1,0.1,1
57,greedy,1,1926.9583022641,1.0,1,0.5,7
57,dp,1,2084.5407433122,1.0,1,0.1,1
57,greedy,1,2084.5407433122,1.0,1,0.5,7
57,dp,1,2255.0099321938,1.0,1,0.1,1
57,greedy,1,2255.0099321938,1.0,1,0.5,7
57,dp,1,2439.4197189989,1.0,1,0.1,1
57,greedy,1,2439.4197189989,1.0,1,0.5,7
57,dp,1,2638.9101353765,1.0,1,0.03333333333333333,0
57,greedy,1,2638.9101353765,1.0,1,0.5,7
57,dp,1,2854.7144422734,1.0,1,0.03333333333333333,0
57,greedy,1,2854.7144422734,1.0,1,0.5,7
57,dp,1,3088.1667540231,1.0,1,0.03333333333333333,0
57,greedy,1,3088.1667540231,1.0,1,0.5,7
57,dp,1,3340.7102859153,1.0,1,0.03333333333333333,0
57,greedy,1,3340.7102859153,1.0,1,0.5,7
57,dp,1,3613.9062762336,1.0,1,0.03333333333333333,0
57,greedy,1,3613.9062762336,1.0,1,0.5,7
57,dp,1,3909.4436379186,1.0,1,0.03333333333333333,0
57,greedy,1,3909.4436379186,1.0,1,0.5,7
57,dp,1,4229.149399522,1.0,1,0.03333333333333333,0
57,greedy,1,4229.149399522,1.0,1,0.5,7
57,dp,1,4575.0,1.0,1,0.03333333333333333,0
57,greedy,1,4575.0,1.0,1,0.5,7
57,dp,2,0.0,0.0,0,0.03333333333333333,0
57,greedy,2,0.0,0.0,0,0.5,7
57,dp,2,0.1745762712,0.0,0,0.9666666666666667,14
57,greedy,2,0.1745762712,0.0,0,0.5,7
57,dp,2,0.3543898305,0.0,0,0.9666666666666667,14
57,greedy,2,0.3543898305,0.0,0,0.5,7
57,dp,2,0.5395977966,0.0,0,0.9666666666666667,14
57,greedy,2,0.5395977966,0.0,0,0.5,7
57,dp,2,0.7303620017,0.0,0,0.9666666666666667,14
57,greedy,2,0.7303620017,0.0,0,0.5,7
57,dp,2,0.9268491329,0.0,0,0.9666666666666667,14
57,greedy,2,0.9268491329,0.0,0,0.5,7
57,dp,2,1.0,0.0,0,0.9666666666666667,14
57,greedy,2,1.0,0.0,0,0.5,7
57,dp,2,1.1292308781,0.0,0,0.9666666666666667,14
57,greedy,2,1.1292308781,0.0,0,0.5,7
57,dp,2,1.3376840756,0.0,0,0.9666666666666667,14
57,greedy,2,1.3376840756,0.0,0,0.5,7
57,dp,2,1.5523908691,0.0,0,0.9666666666666667,14
57,greedy,2,1.5523908691,0.0,0,0.5,7
57,dp,2,1.7735388664,0.0,0,0.9666666666666667,14
57,greedy,2,1.7735388664,0.0,0,0.5,7
57,dp,2,2.0,1.0,1,0.03333333333333333,0
57,greedy,2,2.0,1.0,1,0.5,7
57,dp,2,2.0013213035,1.0,1,0.9666666666666667,14
57,greedy,2,2.0013213035,1.0,1,0.5,7
57,dp,2,2.2359372138,1.0,1,0.9666666666666667,14
57,greedy,2,2.2359372138,1.0,1,0.5,7
57,dp,2,2.4775916014,1.0,1,0.9666666666666667,14
57,greedy,2,2.4775916014,1.0,1,0.5,7
57,dp,2,2.7264956207,1.0,1,0.9666666666666667,14
57,greedy,2,2.7264956207,1.0,1,0.5,7
57,dp,2,2.9828667605,1.0,1,0.9666666666666667,14
57,greedy,2,2.9828667605,1.0,1,0.5,7
57,dp,2,3.0,1.0,1,0.9666666666666667,14
57,greedy,2,3.0,1.0,1,0.5,7
57,dp,2,3.2469290345,1.0,1,0.9666666666666667,14
57,greedy,2,3.2469290345,1.0,1,0.5,7
57,dp,2,3.5189131767,1.0,1,0.9666666666666667,14
57,greedy,2,3.5189131767,1.0,1,0.5,7
57,dp,2,3.7990568432,1.0,1,0.9666666666666667,14
57,greedy,2,3.7990568432,1.0,1,0.5,7
57,dp,2,4.0,1.0,1,0.9666666666666667,14
57,greedy,2,4.0,1.0,1,0.5,7
57,dp,2,4.0876048196,1.0,1,0.9666666666666667,14
57,greedy,2,4.0876048196,1.0,1,0.5,7
57,dp,2,4.3848092354,1.0,1,0.9666666666666667,14
57,greedy,2,4.3848092354,1.0,1,0.5,7
57,dp,2,4.6909297837,1.0,1,0.9666666666666667,14
57,greedy,2,4.6909297837,1.0,1,0.5,7
57,dp,2,5.0,1.0,1,0.9666666666666667,14
57,greedy,2,5.0,1.0,1,0.5,7
57,dp,2,5.0062339484,1.0,1,0.9666666666666667,14
57,greedy,2,5.0062339484,1.0,1,0.5,7
57,dp,2,5.330997238,1.0,1,0.9666666666666667,14
57,greedy,2,5.330997238,1.0,1,0.5,7
57,dp,2,5.6655034263,1.0,1,0.9666666666666667,14
57,greedy,2,5.6655034263,1.0,1,0.5,7
57,dp,2,6.0,1.0,1,0.9666666666666667,14
57,greedy,2,6.0,1.0,1,0.5,7
57,dp,2,6.0100448003,1.0,1,0.9666666666666667,14
57,greedy,2,6.0100448003,1.0,1,0.5,7
57,dp,2,6.3649224155,1.0,1,0.9666666666666667,14
57,greedy,2,6.3649224155,1.0,1,0.5,7
57,dp,2,6.7304463592,1.0,1,0.9666666666666667,14
57,greedy,2,6.7304463592,1.0,1,0.5,7
57,dp,2,7.0,1.0,1,0.9666666666666667,14
57,greedy,2,7.0,1.0,1,0.5,7
57,dp,2,7.1069360211,1.0,1,0.9666666666666667,14
57,greedy,2,7.1069360211,1.0,1,0.5,7
57,dp,2,7.4947203729,1.0,1,0.9666666666666667,14
57,greedy,2,7.4947203729,1.0,1,0.5,7
57,dp,2,7.8941382553,1.0,1,0.9666666666666667,14
57,greedy,2,7.8941382553,1.0,1,0.5,7
57,dp,2,8.0,1.0,1,0.9666666666666667,14
57,greedy,2,8.0,1.0,1,0.5,7
57,dp,2,8.3055386742,1.0,1,0.9666666666666667,14
57,greedy,2,8.3055386742,1.0,1,0.5,7
57,dp,2,8.7292811056,1.0,1,0.9666666666666667,14
57,greedy,2,8.7292811056,1.0,1,0.5,7
57,dp,2,9.0,1.0,1,0.9666666666666667,14
57,greedy,2,9.0,1.0,1,0.5,7
57,dp,2,9.1657358099,1.0,1,0.9666666666666667,14
57,greedy,2,9.1657358099,1.0,1,0.5,7
57,dp,2,9.6152841554,1.0,1,0.9666666666666667,14
57,greedy,2,9.6152841554,1.0,1,0.5,7
57,dp,2,10.0,1.0,1,0.9666666666666667,14
57,greedy,2,10.0,1.0,1,0.5,7
57,dp,2,10.0783189513,1.0,1,0.9666666666666667,14
57,greedy,2,10.0783189513,1.0,1,0.5,7
57,dp,2,10.555244791,1.0,1,0.9666666666666667,14
57,greedy,2,10.555244791,1.0,1,0.5,7
57,dp,2,11.0,1.0,1,0.9666666666666667,14
57,greedy,2,11.0,1.0,1,0.5,7
57,dp,2,11.0464784059,1.0,1,0.9666666666666667,14
57,greedy,2,11.0464784059,1.0,1,0.5,7
57,dp,2,11.5524490293,1.0,1,0.9666666666666667,14
57,greedy,2,11.5524490293,1.0,1,0.5,7
57,dp,2,12.0,1.0,1,0.9666666666666667,14
57,greedy,2,12.0,1.0,1,0.5,7
57,dp,2,12.0735987713,1.0,1,0.9666666666666667,14
57,greedy,2,12.0735987713,1.0,1,0.5,7
57,dp,2,12.6103830056,1.0,1,0.9666666666666667,14
57,greedy,2,12.6103830056,1.0,1,0.5,7
57,dp,2,13.0,1.0,1,0.9666666666666667,14
57,greedy,2,13.0,1.0,1,0.5,7
57,dp,2,13.163270767,1.0,1,0.9666666666666667,14
57,greedy,2,13.163270767,1.0,1,0.5,7
57,dp,2,13.7327451612,1.0,1,0.9666666666666667,14
57,greedy,2,13.7327451612,1.0,1,0.5,7
57,dp,2,14.0,1.0,1,0.9666666666666667,14
57,greedy,2,14.0,1.0,1,0.5,7
57,dp,2,14.3193037872,1.0,1,0.9666666666666667,14
57,greedy,2,14.3193037872,1.0,1,0.5,7
57,dp,2,14.923459172,1.0,1,0.9666666666666667,14
57,greedy,2,14.923459172,1.0,1,0.5,7
57,dp,2,15.0,1.0,1,0.9666666666666667,14
57,greedy,2,15.0,1.0,1,0.5,7
57,dp,2,15.5457392184,1.0,1,0.9666666666666667,14
57,greedy,2,15.5457392184,1.0,1,0.5,7
57,dp,2,16.0,1.0,1,0.9666666666666667,14
57,greedy,2,16.0,1.0,1,0.5,7
57,dp,2,16.1866876661,1.0,1,0.9666666666666667,14
57,greedy,2,16.1866876661,1.0,1,0.5,7
57,dp,2,16.8468645673,1.0,1,0.9666666666666667,14
57,greedy,2,16.8468645673,1.0,1,0.5,7
57,dp,2,17.0,1.0,1,0.9666666666666667,14
57,greedy,2,17.0,1.0,1,0.5,7
57,dp,2,17.5268467755,1.0,1,0.9666666666666667,14
57,greedy,2,17.5268467755,1.0,1,0.5,7
57,dp,2,18.0,1.0,1,0.9666666666666667,14
57,greedy,2,18.0,1.0,1,0.5,7
57,dp,2,18.2272284499,1.0,1,0.9666666666666667,14
57,greedy,2,18.2272284499,1.0,1,0.5,7
57,dp,2,18.9486215746,1.0,1,0.9666666666666667,14
57,greedy,2,18.9486215746,1.0,1,0.5,7
57,dp,2,19.0,1.0,1,0.9666666666666667,14
57,greedy,2,19.0,1.0,1,0.5,7
57,dp,2,19.691656493,1.0,1,0.9666666666666667,14
57,greedy,2,19.691656493,1.0,1,0.5,7
57,dp,2,20.0,1.0,1,0.9666666666666667,14
57,greedy,2,20.0,1.0,1,0.5,7
57,dp,2,20.456982459,1.0,1,0.9666666666666667,14
57,greedy,2,20.456982459,1.0,1,0.5,7
57,dp,2,21.0,1.0,1,0.9666666666666667,14
57,greedy,2,21.0,1.0,1,0.5,7
57,dp,2,21.245268204,1.0,1,0.9666666666666667,14
57,greedy,2,21.245268204,1.0,1,0.5,7
57,dp,2,22.0,1.0,1,0.9666666666666667,14
57,greedy,2,22.0,1.0,1,0.5,7
57,dp,2,22.0572025213,1.0,1,0.9666666666666667,14
57,greedy,2,22.0572025213,1.0,1,0.5,7
57,dp,2,22.8934948681,1.0,1,0.9666666666666667,14
57,greedy,2,22.8934948681,1.0,1,0.5,7
57,dp,2,23.0,1.0,1,0.9666666666666667,14
57,greedy,2,23.0,1.0,1,0.5,7
57,dp,2,23.7548759853,1.0,1,0.9666666666666667,14
57,greedy,2,23.7548759853,1.0,1,0.5,7
57,dp,2,24.0,1.0,1,0.9666666666666667,14
57,greedy,2,24.0,1.0,1,0.5,7
